Review Date,Source,Review Type,Product Name,Reviewer Name,Title,Company Size,Used Product For,Overall Quality,Ease of Use,Customer Support,Features/Functionality,Value for Money,Likelihood to Recommend,Review Title,Comments,Pros,Cons,Advice to Buyers,Reasons for Choosing,Reasons for Switching,Alternatives Considered,Switched From
10/01/2020,Capterra,text,ArcSite,Heather S,Production Associate,"Religious institutions, 11-50 employees",Less than 12 months,5.0,5.0,0.0,5.0,5.0,8 out of 10,Great product,,I love that I can use ArcSite for so many different projects. I have used it not only to make building floor plans but also to make block diagrams fordifferent room setups for the conferenc center. ,I have yet to find something I don't like. ,,,,"",""
10/01/2020,Capterra,text,ArcSite,Kate E,Designer,"Design, 1 employee",Less than 12 months,4.0,2.0,0.0,3.0,0.0,2 out of 10,Computer Drafting  Online Software,,Allows me to draft the basics of a room quickly,"I couldn't master more than the basics. Layering, adding furniture by dimension, and anything more detailed was difficult.",,,,"",""
09/29/2020,Capterra,text,ArcSite,Sid K,Estimator ,"Construction, 11-50 employees",Less than 6 months,4.0,3.0,5.0,4.0,4.0,9 out of 10,Love this Program ,Very pleased with program ,Support by  ArcSite staff inserting up program and making changes to fit my particular needs ,Fine details are hard to draw with the program ,,N/A,Save time and look professional ,"",""
09/29/2020,Capterra,text,ArcSite,Elena K,Managing Director,"Machinery, 51-200 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Excellent product,,"Easy to use,  great service at all times.","nothing really, it is a very promising product",,,,"",""
09/29/2020,Capterra,text,ArcSite,Mika L,Owner,"Real estate, 2-10 employees",Less than 12 months,5.0,5.0,5.0,5.0,4.0,10 out of 10,Arcsite in daily use.,,It is very easy to use. I can make very fast plans. It is also very easy change pans and make new versions. ,"Some times I think, that it could be nice if I can make 3d.",,,,"",""
09/28/2020,Capterra,text,ArcSite,jacob h,Operations Manager,"Construction, 11-50 employees",Less than 6 months,5.0,5.0,5.0,5.0,3.0,8 out of 10,Best Construction Based Drawing Tool Available,I love it and would recommend ,I really like that i can measure in real time and create drawings based on those dimensions. Being able to draw this in real time helps me when i am talking with customers regarding projects and what we can accomplish,"It would be nice to incorporate a title block more simply, it can work now with some guidance. ",,,,"",""
09/28/2020,Capterra,text,ArcSite,glen g,CEO,"Commercial real estate, 51-200 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Fantastic Tool,"Its easy to use in the field, we primarily use it to set up bids, and to clean up hand drawings at the site","Quick and easy to master, great customer support","Nothing not to like, its a great alternative to other CAD software",,"easier to use, and much more user friendly for non CAD users",,"",""
09/28/2020,Capterra,text,ArcSite,Rene L,President,"Construction, 11-50 employees",Less than 6 months,4.0,4.0,0.0,4.0,2.0,5 out of 10,Great Drawing Software,"The company has been responsive to my issue, but until now, I do not think they have made any policy changes.  The annual dues are simply too expensive for our company to justify renewing a second year.  Therefore, we are not investing in training more people on it.",I was looking for a simple architectural drawing package to develop scaled plans to use in explaining new concepts to both clients and suppliers.  This is an excellent tool with a very quick learning curve.  It also offers numerous short videos to accelerate that learning curve.,"The issue that bothered me the most is its mandatory bidding features.  We have no need for them.  While I respect that many users do appreciate these, since it is not anything that we have any need for, I wish they offered a version of the app with only the drawing modules at a lesser cost.",,The ease of learning how to develop simple scaled drawings was most compelling.,,"",""
09/28/2020,Capterra,text,ArcSite,hardel e,interior designer,"Architecture and planning, 1 employee",Less than 12 months,5.0,5.0,0.0,3.0,3.0,7 out of 10,eddy hardel point of view on Arcsite,"it's a good product, very simple for take measures on worksite, perfect for begin layout... or transfer to Cad application... there is a lot advantage directly inside it.","parametric design in the library, functional and easy to use, good looking interface","telemeter laser are not simply to use with it.. and polygonal lines are not easy to use, there is a problem when you point to longer on the screen, the line change to a curve.... you have to cancelled it for continue..",,,"as always, autocad doesn't care about user, during my license year, they change the way to draw and taking measures, finally the app was unusable .... I send an email for checking it, the answered me they are changing something on the app and can't say me when I get back with the normal an usable app... unbelievable?? I bought an iPad Pro only for that, and I'm so happy to find your app.","",AutoCAD
09/28/2020,Capterra,text,ArcSite,Andrew S,Director new business development,"Construction, 51-200 employees",Less than 12 months,5.0,4.0,4.0,4.0,3.0,5 out of 10,Arksite as an estimating tool,Easy for the sales rep to put a price together and quote,Drawing feature linked to price makes it easy for a sales rep to estimate on site,would like to integrace product cost and labour cost to calculate pricing.  ,,,Needed a  system that also provided a sketch ,"",""
09/28/2020,Capterra,text,ArcSite,Gregory B,owner,"Construction, 2-10 employees",Less than 12 months,4.0,4.0,5.0,4.0,5.0,7 out of 10,my review ,its been a good sales tool ,ability to import pdf or photos and design from existing template ,depends on cellular or wi-fi connection to use. Can be stand along ,,,,"",""
09/28/2020,Capterra,text,ArcSite,jason g,consultant,"Civil engineering, 51-200 employees",Less than 6 months,4.0,4.0,5.0,4.0,5.0,8 out of 10,"Software is great, easy to use and perfect for onsite drawing of floor plans, etc.  ",I have really enjoyed using the software. I have completely replaced my hand drawings and notes with Arcsite and it had been great.  ,"Easy to use in field.  Simple and auto insertion of doors, windows, etc.  Easy to change properties.  ","I would like to see more blocks, and most of the time the blocks that come with software are not to the right scale.  No way to close polylines and hatch does not recognize closed polyline that are draw.   I have to alter text size quite often even on similarly sized drawings.    ",,Arcsite way outperformed any other software that i tried with functions and ease of use.,,"",""
09/28/2020,Capterra,text,ArcSite,Jeff D,Facilities Mgr,"Facilities services, 2-10 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,8 out of 10,ArcSite Review,,Ease of use and being able to drawing in the field on my ipad,"N/A for how I use the software, again I use the software to sketch drawings in the field to sent to contractors.",,Ease of use on an iPad in the field.,,AutoCAD,""
09/28/2020,Capterra,text,ArcSite,Lisa S,Technology Integration Specialist,"Education management, 51-200 employees",Less than 6 months,5.0,5.0,5.0,4.0,5.0,9 out of 10,Great Company to Work With,"Overall, the company has been nothing but helpful and the experience has been positive.  We love the value it adds by having it installed on our iPads. ",ArcSite is working seamlessly on our iPads and the company was great to provide training immediately after our purchase!,"Would be nice to have a little more administrative tools to be able to set up ""organizational units"" for our different sites.",,"Price, ease of use, recommendations of the people who will be using it in our organization.",,"",""
09/28/2020,Capterra,text,ArcSite,Alexis G,Measurer,"Real estate, 2-10 employees",Less than 2 years,5.0,5.0,5.0,4.0,5.0,10 out of 10,Love the App and the Support,"We are way more efficient with the use of this app. We are more accurate, faster and efficient with our time.","We were using a very common app that often times would crash losing our work and when we would call for support, there was no help. It was very frustrating. I began the search for a new app and found ArcSite who was up and coming. Even though it is used for many other professions, I am able to use it for my particular small business.  When I called them to inquire, they were very quick to respond, walked me through the best way to use the app, listed to me when I asked for new functions, and even after 2 years, if I have a problem, they are super quick to respond. They do not care that I am a small business, and treat me like I am a very large company. My team is so much happier and work is more efficient with this app, and they have the best customer service!","Since we are using this app for something that it may not really be intended for, there are some things that I wish we could do on it so that we could finish out our product 100% in ArcSite, but I feel like maybe in the future they will continue to develop it and we may see that opportunity. ",,,The other app would often crash and did not have good customer support.,"",""
09/28/2020,Capterra,text,ArcSite,Jay R,Superintendent,"Construction, 2-10 employees",Less than 12 months,5.0,4.0,5.0,5.0,5.0,10 out of 10,"Simple, Must-Have Tool",,"Simplicity. I've used many other programs and coming from a CAD background this is the least ""fluffy,"" with features I do not utilize personally and gimmicky data-driven programs that MS Excel can already do.   ArcSite is what I need to share and sell ideas effectively. ","Measuring tool can be tricky, but there are work-arounds. ",,,,"",""
09/28/2020,Capterra,text,ArcSite,Amanda P,Sales manager ,"Construction, 51-200 employees",Less than 12 months,5.0,5.0,5.0,5.0,5.0,9 out of 10,Great product ,,I like how intuitive it is and simple to use and understand. I never got any formal training on how to learn the software since it was so easy to use. Works well with other applications too! ,Too much customization making it difficult to keep it simple,,,,"",""
09/28/2020,Capterra,text,ArcSite,Dan B,Director,"Construction, 2-10 employees",More than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,ArcSite 5 Star,Extremely happy,"I originally used ArcSite for on-site drawings and take-offs. Since then I transfer all my drawings using the DXF export straight into my CNC machine. Once I worked out the correct layering and a few little tips to assist with the export, it works perfectly. The ease of doing this on my iPad with my pencil is a pleasure. I can not fault this app.",Happy with everything. I honestly can’t fault the app for my purpose.,,,,"",""
09/23/2020,Capterra,text,ArcSite,Kevin O,Sales,"Machinery, 2-10 employees",More than 2 years,5.0,5.0,5.0,3.0,5.0,10 out of 10,ArcSite PRO’S and cons,Overall ArcSite is a valuable tool in my industry. ,This software is very easy to learn. Quick and easy to use. ,The copy or trace feature is hard to use. It would be nice if it traced better.,,,,"",""
09/22/2020,Capterra,text,ArcSite,Alan C,Owner/Designer,"Arts and crafts, 1 employee",Less than 6 months,5.0,5.0,5.0,4.0,3.0,10 out of 10,Intuitive and ready tongo,ArcSite has been receptive and available to any questions I have had,ArcSite allowed me to plan and draw projects quickly and accurately. It intuitively feels like designing from a blank sheet of paper but with features that allow you to quickly change and revise on the fly. As a new user I am just learning the more advanced capacities of the program but can say it is easily the simplest drawing program to use with hardly any initial learning curve.,I would personally prefer a one time purchase option. It isn’t as inexpensive as some others but from my search it seemed you got what you paid for. This program does not offer 3D modeling it that was not something I need in my business.,,,,"",""
09/22/2020,Capterra,text,ArcSite,Jonathan W,Owner / Energy Consultant ,"Environmental services, 2-10 employees",Less than 12 months,5.0,4.0,0.0,4.0,4.0,9 out of 10,Feature expansion,See comments above - the software is excellent overall - it just needs some tweaks. Feel free to contact me if you want to talk about additional feedback. Jonathan - [SENSITIVE CONTENT HIDDEN],"Creating shapes, accuracy, easy to learn, etc..  ","Full feature often doesn’t work — if you have one tiny disconnected line in a shape, the color will fill everything around it. Could you make a seal shape button? You should be able to create sub shape folder in your creative shapes. For example: tables, chairs, plants, etc... add more colors or hue adjustments like a color wheel to colors. Add sub category folders to projects — differentiate types of projects. Add Bosch laser measure to Bluetooth and make it seamless — measure 2-3x and allow each to override previous — Bosch has free software for this but the UI the is terrible. Allow custom shape library to be shared for free! No additional cost for up to 3 users. Add 3D option- make it simple ",,The user interface was cleaner and the software has a bit more customization. ,,"SmartDraw, RoomSketcher, Chief Architect Home Designer, Dynafios APP",""
09/22/2020,Capterra,text,ArcSite,John Paul C,Architect,"Architecture and planning, 201-500 employees",Less than 12 months,4.0,4.0,5.0,3.0,1.0,0 out of 10,Great app - just FAR too expensive for what i need it for,"I started using it, after getting an initial pricing discount.  Overall, i enjoyed the app but as I used it more I came to the quick determination I wasn't going to pay the subscription for a year 2 - so I stopped using it altogether.",I love how it works with the iPad - and overall has a lot of potential. ,Price - the software is ridiculously overpriced.,,,,"",""
09/22/2020,Capterra,text,ArcSite,Jonathan R,Owner,"Architecture and planning, 2-10 employees",Less than 2 years,4.0,5.0,5.0,4.0,3.0,9 out of 10,Good for the money,"Overall, this has been a great tool for onsite wok.  I have also been able to draft quick, and simple ideas for clients to see potential changes by “erasing” parts of the underlying pdf through the use of shapes and showing that what could be different.","Easy import and calibration of drawings as long as there is an existing PDF.  Ease of measuring and entering simple plan information.  I use this instead of a paper plan on many sites when laying out projects (Landscape Architecture).  It has become a go-to, especially for larger projects as I can upload all the layout drawings and construction details for quick reference on the job site.  Also nice to create quick shop drawings onsite and easily create pdf with dimensions.","Inability to write DWG files directly into ArcSite.  It could be an easier transition from design to ArcSite if the app had the ability to create a usable file directly from a DWG.  Also, occasional crash issue when using custom symbols created in the app.  I would be great to be able to isolate a “piece” of the pdf and cut, copy and paste into another drawing within the same or different project files.",,,,"",""
09/22/2020,Capterra,text,ArcSite,Peter S,Owner/ Managing Director,"Construction, 11-50 employees",Less than 12 months,5.0,5.0,5.0,5.0,5.0,10 out of 10,Best and Simple Design Software,,"This software is:
1. Easy to Learn
2. Affordable to use
3. Looks Professional
4. Great Customer Service
5. Fast to complete
I would highly recommend to any contractor that needs to make there own simple designs that want them to look better than graph paper sketches.
",I wish the designs would automatically upload to the cloud and that we did not have to do that ourselves,,,Easier to use and better priced,"",CAD Parser
09/22/2020,Capterra,text,ArcSite,Matthew K,Owner,"Construction, 1 employee",More than 2 years,5.0,5.0,5.0,5.0,1.0,2 out of 10,Too expensive ,Nicely done.,"Great product, but way too expensive for the occasional use.","Cost for the amount of time used. Maybe ideal for a daily user, but not for the occasional use.",,,,"",""
09/22/2020,Capterra,text,ArcSite,Heidi M,Operations Manager,"Construction, 51-200 employees",Less than 6 months,5.0,5.0,5.0,5.0,5.0,10 out of 10,Great Company - Great Product,ArcSite has great customer service.  [SENSITIVE CONTENT HIDDEN] has been amazing with our implementation.,The software is easy to use.  Our field analysts were able to pick it up after just one quick training session.,There was a bit of implementation time but that is to be expected.  I found the implementation went very smooth.,,N/A,,"",""
09/22/2020,Capterra,text,ArcSite,Jason T,Designer,"Warehousing, 51-200 employees",Less than 12 months,5.0,5.0,5.0,4.0,5.0,9 out of 10,Quick & Easy to use,Excellent ,Speed of results and ease to get things drawn accurately.  ,"No much to say for this 99% perfect, slight issue with moving some blocks when they are very small zooming in / out.",,Ease of use,The old system kept updating and some useful functions removed.,"",Autodesk Fusion
09/22/2020,Capterra,text,ArcSite,frank T,Remediation Specialist,"Construction, 2-10 employees",Less than 12 months,4.0,4.0,4.0,4.0,0.0,8 out of 10,New User,,It's fairly easy to draw a good flor plan .,"When viewing pictures after I load them, I can't swipe to see the next one in the camera icon. It takes several steps to view the next picture.",,,,"",""
09/22/2020,Capterra,text,ArcSite,Nick M,Area Manager,"Construction, 11-50 employees",Less than 2 years,4.0,4.0,4.0,3.0,5.0,8 out of 10,Easy to use ,Arcsite allows management to review drawings and proposals real time prior to presenting to clients,The best thing about this program is the ease of use and when there is any issue figuring something out we get a video showing how to do something,Challenges if cell signal is not strong and not having the ability to modify previous versions,,,Much more user friendly,"",""
09/22/2020,Capterra,text,ArcSite,Peter C,Owner,"Consumer electronics, 2-10 employees",Less than 12 months,5.0,5.0,5.0,5.0,5.0,10 out of 10,Easy to use drawing program that simply makes sense!,Great people and very responsive.,"Easy to use and well laid out and helpful whether your doing a job intake for your team, a bid on a site, or a simple drawing for training or visual aid...it is just so helpful!","Just understanding the difference between a shape and a product and how to customize.  Once i got it, it made so much sense.",,,Needed something more mobile and flexible,"",Visio
09/22/2020,Capterra,text,ArcSite,Mark W,DIRECTOR,"Real estate, 2-10 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Using Arcsite for Energy Surveys,I love it. Site surveys are more accurate and having developed my own shapes I don't need to do much ad hoc typing of notes.,Easy of use. Speeds up the work process. Better quality site notes for audit.,Struggling to find a con; but would be great additions if it included GPS location; ability to create 3D models. Would like the ability to edit drawings on my desktop.,,,Ease of use and easier to customise to what I needed,"",""
09/22/2020,Capterra,text,ArcSite,Jeremy R,Owner,"Construction, 1 employee",Less than 12 months,4.0,4.0,0.0,4.0,2.0,5 out of 10,"Good product, but expensive for a drawing app","The ability to draw simple floor plans was great.  It was easy to do, and for the most part, had the shapes I needed.  However, paying this much, every month, to simply draw a floor plan is ridiculous.  I work in construction as a foundation remediation expert and was looking for a simple solution to draw the outline of a building with the interior walls in some cases, add some dimensions and some simple shapes and text indicating areas to where more attention needs to be given.  Unfortunately there aren't any out there for that with grid lines and dimensions.  I tried this product, it was great for a little while but the cost just ate away at my wallet every month.  I would not pay more than $3/month for an app like this for what I use it for.  I would pay $30 outright for one though.  Perhaps I will develop one myself to fit the needs of those like me?  (I have a degree in IT and am familiar with programming so wouldn't really be that hard..)","The ability to draw simple floor plans was great.  It was easy to do, and for the most part, had the shapes I needed.  ",The PRICE every month to simply draw some shapes on a grid-lined screen.,,At first it was because of the ease of drawings simple shapes and adding dimensions.  Now I have switched back because it is my only choice that is not ridiculously priced.,,"",""
09/22/2020,Capterra,text,ArcSite,DARCY E,Surveyor,"Architecture and planning, 2-10 employees",Less than 12 months,4.0,3.0,5.0,3.0,3.0,10 out of 10,"Great, but... ",,"For more than 20 years prior to using this app I took field notes the old fashioned way... in a field book (4-5/8"" x 7-1/4"") with a pencil.  With limitless palette size, saved shapes, colors and snap-to lines, my notes have improved exponentially... However (continued below) ","... the time it takes has increased, often dramatically. This is directly the result of the limitations I've discovered using this app all day, every day.
The most severe issues are the lack of a default tangency when drawing a curve from the end of a line, arrays adhering to the grid (instead of a line), the error encountered when attempting to edit arc/curve data, the inability to apply text to a curve or color outside of a closed figure, the lack of an eraser (huge fault), and probably the most lacking of all is the absence of the tap feature on the ($129) Apple Pencil. ",,,Kept breaking leads,"",""
09/22/2020,Capterra,text,ArcSite,Kathleen H,Office Manager,"Construction, 11-50 employees",More than 2 years,5.0,4.0,5.0,4.0,5.0,10 out of 10,Makes Plans Simple,"I don't use ArcSite a ton, and definitely not to it's full potential, but it has proved to be an extremely useful tool when we have to do site layouts. I also use it to draw up fab orders for our steel fabrication shop.",I like that you can input measurements to make precise drawings for a variety of purposes.,There are times when very detailed drawings can be a pain. Sometimes it is difficult to draw or drag and place lines that are close together.,,,,"",""
09/22/2020,Capterra,text,ArcSite,pablo n,owner,"Civil engineering, 2-10 employees",Less than 12 months,5.0,4.0,4.0,5.0,4.0,9 out of 10,Review,great,Ease to use on ipads and transfer to mac ,not able to import from existing autocad files like dxf,,,I need to do basic drafting,"",AutoCAD
09/22/2020,Capterra,text,ArcSite,Lonny H,Director of Theatre,"Performing arts, 51-200 employees",Less than 2 years,5.0,5.0,0.0,5.0,3.0,8 out of 10,Great product. Great Power.  Good flexibility,,"What a powerfully intuitive tool.  I am not the typical user as I am a classroom theatre teacher.  I have a background in scenic design and worked with AutoCad and other products in my training.  I have no use for those monster programs, but this is absolutely so easy to knock out the plans and quick sketches that I use daily.  I find it easier to conduct my day to day drafting needs without all the fuss of some of the programs that have all those bells and whistles.  It gets to the point and is intuitive enough to start easily.  A beginner can feel empowered and a person with tons of experience with other CAD experience will find that it is flexible enough for most of their day to day needs.  Drawings are easily exported and it aids in communication down the line.  ","The price is my my biggest issue.  As a teacher and a single user, it is a bit prohibitive.  The basics are great, but if I would like to play with some of the other features in the higher priced packages, those are definitely out of my league.  ",,,More powerful and more intuitive. Not constantly changing and that keeps me able to keep up.,"",""
09/22/2020,Capterra,text,ArcSite,Patric K,Structural Engineer,"Civil engineering, 11-50 employees",Less than 2 years,5.0,5.0,5.0,4.0,5.0,10 out of 10,ArcSite - The Floor Plan Generator,"It has been industry changing. Our company's ability to utilize the product to construct quick and accurate floor plans seems unmatched. This tool, in my opinion, is the main factor. ",The user interface and functionality is exceptional in depicting an accurate floor plan. The fact that the in field constructed drawing can seamlessly export to CAD is one of the greatest perks. ,"I have found that the blocks must be scaled constantly and do not populate at the scale they were drawn in. This limits the functionality some. However, this is a minor inconvenience and ultimately would just be an added luxury given the softwares current capabilities. ",,,,"",""
09/22/2020,Capterra,text,ArcSite,Dennis B,Art Director,"Motion pictures and film, 1 employee",More than 2 years,5.0,4.0,5.0,3.0,2.0,10 out of 10,Art Director/Set Designer site measurement tool,As built dimension drawings used to import into Vectorworks for construction drawings to modify locations for settings. ,iPadOS Tablet based with direct input via Apple Pencil,Cost for single user is high in comparison to other iPadOS drawing apps. Morpholio Trace is an example. ,,,,"",""
09/22/2020,Capterra,text,ArcSite,Mario f,PRESIDENT ,"Construction, 11-50 employees",Less than 12 months,5.0,5.0,5.0,4.0,4.0,9 out of 10,DRAWING WITH EASE ,great customer service. ,Its really easy  draw its make our onsite work much easier. ,My only complaint  is that you cant used on the PC to Draw when I'm in the office. this would really make the product 110% perfect. ,,,IT WAS A REALLY OLD VERSION. ,"",""
09/22/2020,Capterra,text,ArcSite,Ken H,Estimator,"Construction, 51-200 employees",Less than 6 months,4.0,3.0,5.0,4.0,0.0,7 out of 10,Easy on smaller hobs,Still learning product ,Clean drawings to give to crew can close deals on the spot ,Larger drawings tough for time constraints ,,,,"",""
09/22/2020,Capterra,text,ArcSite,michael s,lead estimator,"Construction, 11-50 employees",Less than 6 months,5.0,5.0,5.0,5.0,5.0,8 out of 10,so far its perfect,,"ease of use and great support, since I am new to it I really have nothing negative",really this program covers everything we need,,,field use,"",""
08/07/2019,Capterra,text,ArcSite,Collin D,Certified Field Inspector,"Construction, 1001-5000 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Confidence through accuracy!,,What I like most about this software is how easy and user friendly it is. ArcSite has greatly helped my confidence learning more structural work. I am so accurate with all my drawings and measurements that our engineers in our office can look at everything and help answer any questions I ever have if needed. It's awesome how this software's accuracy allows them to help me without even being there on the job site. It's incredible!  This software has tremendously helped my career. ,A few things could be added to make it more efficient but overall its amazing. ,,,,"",""
08/07/2019,Capterra,text,ArcSite,Dale W,Director,"Oil and energy, 11-50 employees",Less than 2 years,5.0,5.0,0.0,5.0,5.0,10 out of 10,How good is ARCSITE,"We use ArcSite to create lift plane and the ability to screen shot google earth and import the picture or the site you are doing the plan for makes life so much easier.
Also have created a shape library with the cranes all drawn to scale so you can just add to plan and position accordingly.","Ease of use
The ability to import pictures
Create your own shape libary",I can't say that there were any cons really ,,"Easier to use 
Much quicker for others to learn",,"",""
08/07/2019,Capterra,text,ArcSite,William F,Senior Corporate Manager,"Construction, 11-50 employees",Less than 12 months,4.0,4.0,2.0,2.0,0.0,8 out of 10,ArcSite Review,"We are able to visibly show a customer where their downspouts will be installed, their direction, so they have a visual to put together with a drawing.  This makes it easier to follow and understand for the customer.",Photos to show customers.  Drawing layout.  ,Making changes to accommodate all users within our company is very difficult to make happen and often comes with resistance from the engineers.,,Nothing out there that would meet our specific needs as a gutter company.  This is why we chose to develop this product...  Without our company's input you would not have this product.  :),,"",""
08/01/2019,Capterra,text,ArcSite,Dan D,Pricing Manager,"Construction, 201-500 employees",More than 2 years,4.0,5.0,5.0,4.0,4.0,8 out of 10,User friendly and great customer support,"We’ve reduced double-handling of drawings, improved accuracy of on-site quotations, improved quality of initial design sketches for clients, and seen a reduction to our overhead.","Proactive support, they want you to make full use of the software and provide ample instruction (how-to’s and direct communication) to help you do so.

User friendly interface, short learning curve before a new user can produce useful drawings.",Plot settings can take some getting used to.,,,,"",""
07/31/2019,Capterra,text,ArcSite,Jose V,Owner,"Construction, 2-10 employees",Less than 12 months,4.0,4.0,5.0,4.0,4.0,7 out of 10,Great software with many toola, Overall it’s a great program that’s I recommend anyone looking into drawing plans for jobs and or in my case giving estimates ,  I enjoy the ease and accuracy it gives for my plan drawings ,I do not like that it does not offer a feature to do even the minimal editing on photos cropping etc ,,,,"",""
07/31/2019,Capterra,text,ArcSite,Paul G,Surveyor ,"Security and investigations, More than 10000 employees",More than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Arcsite review ,Being able to assist in the offshoring of the jobs no longer have to type the jobs or remark the drawings so all completed on site apart from the upload,"Compatibility and flexibility 
Utilizing the iPad on site ","Unknown yet to develop a longstanding concern all concerns are dealt with promptly by support 
Size of files can be large ",,,,"",""
07/31/2019,Capterra,text,ArcSite,Dino F,Manager,"Real estate, 2-10 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Thank you ,,"Very intuitive, always improving. Good time-saving features added likedoor cut-ins.",Changes happen dramatically. Should put out a beta version to try out before full release.,,,,"",""
07/29/2019,Capterra,text,ArcSite,Eric V,NAFSS,"Security and investigations, More than 10000 employees",Less than 2 years,5.0,5.0,5.0,5.0,0.0,10 out of 10,Great design APP,This allow me to go from pencil and paper to a I pad on site. It made my job easier and faster.,The convince and portability of the app .,Nothing really. the app does everything I need.,,,,"",""
07/25/2019,Capterra,text,ArcSite,Stuart O,Exec Director,"Non profit organization management, 1 employee",More than 2 years,4.0,4.0,4.0,3.0,3.0,8 out of 10,Suits 89% of my need,,"As Director of a cemetery association, I find ArcSite to be valuable for a variety of functions. 
Primarily, I use it to map monuments in need of restoration or cleaning, as well as for landscaping issues and concerns. It is easy to upload the maps I need as base templates. Once the templates are loaded, it is effortless to use in the field with the iPad version of ArcSite.

I like the reports that it produces, and it intuitively formats the photos and comments.","When I upload a document to use as a template, I wish that there was a ""make a template"" function, as I. wind up recreating the needed form over and over again.

It would also be helpful to have the capacity to produce a csv document for database conversion.",,,,"",""
07/24/2019,Capterra,text,ArcSite,David B,Consultant ,"Environmental services, 201-500 employees",Less than 12 months,4.0,4.0,4.0,4.0,0.0,9 out of 10,Great ,Love it,"Impresses clients, pretty easy to use and looks very professional.",Nothing really I like it all,,,,"",""
07/24/2019,Capterra,text,ArcSite,Mark R,Sales manager,"Mining and metals, 11-50 employees",Less than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Intuitive drawing software,"Extremely satisfied customer.  Accurate and timely drawings to clients allow me to do more with my time. Platform makes it easy to create and deliver quality, professional drawings to clients and share with co-workers.","Intuitive drawing software. Arcsite allows me to create custom drawings to scale for our clients. The drawings help customers gain comfort in how the product will look and perform. I can easily make adjustments/ updates to the drawings. I was able to upload our proposal forms to Arcsite and add the drawings to forms. It gets easier over time to use. I am able to create and store shapes that can be used again and again on different drawings. I can copy similar drawings and make quick adjustments. Being able to store drawings over time and reference them as needed is a huge feature for me. Also, sharing drawings could not be easier -- you can export in different formats with one click. We share drawings internally, clear detail has helped with company communication.  Support was very timely, particularly in the beginning to ensure I got off to a good start. The rep got back to me quickly with answers to questions and also provided suggestions to improve efficiency on Arcsite. Updates are made that improve my ability to deliver professional and accurate drawings to the client. Extremely satisfied customer, I use Arcsite everyday.  ",Perhaps in the beginning I might have had something to note here -- but I honestly don't have any cons. Patience and spending time on Arcsite makes the next visit a little easier. ,,"Ease of use, customer support.",,"",""
07/24/2019,Capterra,text,ArcSite,Jon O,Business development ,"Building materials, 51-200 employees",More than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,Great product with ease of use,ArcSite has been my main app for staircase take off and will remain so. Customer service is more than helpful and provides great support. ,"Export to CAD files and PDF, ease of calibration on plans, excellent customer support and regular updates with new features ","The fact that I have 3 tools using this software by me, logs me out since I only have 1 licence. Depending on need, I may use one of my 2 iPads or my iPhone. It would be great if we could stay logged in all tools. ",,,,"",""
07/24/2019,Capterra,text,ArcSite,Loyd I,Asbuilts,"Construction, 1001-5000 employees",Less than 12 months,5.0,5.0,5.0,5.0,5.0,10 out of 10,ArcSite Review,We Draw Asbuilts for a Major Energy Corporation,"Easy to use, ICloud Back-up , Tech Support,","Only upload 1 document at a time through email, 
When uploading into an existing folder through email 
The List should be alphabetized ",,,More Options ,"",""
07/17/2019,Capterra,text,ArcSite,John H,Surveyor,"Security and investigations, More than 10000 employees",More than 2 years,5.0,5.0,5.0,4.0,5.0,10 out of 10,Leagues ahead of anything else I used,"Going into customer meetings for new fire and security systems with no drawings has always been a challenge. Using pen and paper was our only option. Trying other ""drawing apps"", I found them to be very limited in what they offered.
However, with Arcsite, this blew the competition out of the water in terms of shear versatility and functionality. I was able to create drawings either from importing PDFs, taking a photo, or even drawing them myself. The integration and support offered by Arcsite really enabled us to integrate our own fire and security device symbols into the app to allow me to effectively mark up drawings with devices whilst walking site, thus saving lots of time.
The addition of allowing embedded photos into the drawings is a massive help, as it really allows for additional information to be captured which often is too difficult to just put into words.","I love how versatile the software is on my ipad in that i can import drawings, take a photo to use as a drawing, or even draw out a building layout from scratch.
It really has I believe set us apart from competition and has wowed customers","How when file sizes get larger than around 500kb, the app beings to struggle and becomes sluggish",,,,"",""
07/17/2019,Capterra,text,ArcSite,Michael M,Chief Estimator,"Construction, 11-50 employees",More than 2 years,5.0,5.0,5.0,5.0,5.0,10 out of 10,A Great Product,We have solved a disconnect between Estimating and Production. Production no longer has to rely on hand-drawn diagrams and now know exactly where to put repairs.,The best feature of this app is the ease of use. It takes only minutes to make a drawing or diagram on the job site. Being able to share the projects between my team is a huge advantage also.,"There isn't much I don't like, but if I had to pick one it is the way the Shapes Menu stays on the screen after you select a shape to use.",,,,"",""
